api_2gram,frequency
?OnCheckValues@DialogUser@Cdl@@MAG_NXZ->?OnIdle@DialogUser@Cdl@@MAGXH@Z,1
?OnIdle@DialogUser@Cdl@@MAGXH@Z->?OnNotifyOther@DialogUser@Cdl@@MAGXW4DLNotifyCode@12@@Z,1
?OnNotifyOther@DialogUser@Cdl@@MAGXW4DLNotifyCode@12@@Z->?OnTerminate@DialogUser@Cdl@@MAGXK@Z,1
?OnTerminate@DialogUser@Cdl@@MAGXK@Z->?BeforeShow@DialogUser@Cdl@@MAGXXZ,1
?BeforeShow@DialogUser@Cdl@@MAGXXZ->?AfterShow@DialogUser@Cdl@@MAGXXZ,1
?AfterShow@DialogUser@Cdl@@MAGXXZ->?BeforeSheetSelect@DialogUser@Cdl@@MAG_NXZ,1
?BeforeSheetSelect@DialogUser@Cdl@@MAG_NXZ->?OnSheetSelect@DialogUser@Cdl@@MAGX_N@Z,1
?OnSheetSelect@DialogUser@Cdl@@MAGX_N@Z->?SetCenterToPos@ELEventFrame@Cdl@@QAGXABUtagPOINT@@@Z,1
?SetCenterToPos@ELEventFrame@Cdl@@QAGXABUtagPOINT@@@Z->?GetCdlContext@ELEventFrame@Cdl@@QBGAAUICdlContext@2@XZ,1
?GetCdlContext@ELEventFrame@Cdl@@QBGAAUICdlContext@2@XZ->?GetClientSize@ELEventFrame@Cdl@@QBG?AUtagPOINT@@XZ,1
?GetClientSize@ELEventFrame@Cdl@@QBG?AUtagPOINT@@XZ->??6DLFrameEqualizer@Cdl@@QAGAAV01@AAVDLFrame@1@@Z,1
??6DLFrameEqualizer@Cdl@@QAGAAV01@AAVDLFrame@1@@Z->??0DLFrameEqualizer@Cdl@@QAE@PAVDLDialog@1@@Z,1
??0DLFrameEqualizer@Cdl@@QAE@PAVDLDialog@1@@Z->??0DLCtrlFrame@Cdl@@QAE@AAVDLControl@1@PAVDLCompositeFrame@1@@Z,1
??0DLCtrlFrame@Cdl@@QAE@AAVDLControl@1@PAVDLCompositeFrame@1@@Z->??0DLHorizFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z,1
??0DLHorizFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z->??3CAllocator@Cdl@@SAXPAX@Z,1
??3CAllocator@Cdl@@SAXPAX@Z->?GetClientWidth@ELEventFrame@Cdl@@QBGHXZ,1
?GetClientWidth@ELEventFrame@Cdl@@QBGHXZ->?NumberItems@DLStaticPopup@Cdl@@QBGHXZ,1
?NumberItems@DLStaticPopup@Cdl@@QBGHXZ->?DialogUnitsToPixels@DLDialog@Cdl@@QBGXABUtagRECT@@AAU3@@Z,1
?DialogUnitsToPixels@DLDialog@Cdl@@QBGXABUtagRECT@@AAU3@@Z->?Dialog@DLControl@Cdl@@QBGAAVDLDialog@2@XZ,1
?Dialog@DLControl@Cdl@@QBGAAVDLDialog@2@XZ->?MeasureItems@DLStaticPopup@Cdl@@QBGXAAH@Z,1
?MeasureItems@DLStaticPopup@Cdl@@QBGXAAH@Z->?NumberItems@DLEditPopup@Cdl@@QBGHXZ,1
?NumberItems@DLEditPopup@Cdl@@QBGHXZ->?Invalidate@ELEventFrame@Cdl@@QBGXXZ,1
?Invalidate@ELEventFrame@Cdl@@QBGXXZ->?SelectItem@DLStaticPopup@Cdl@@QAG_NH@Z,1
?SelectItem@DLStaticPopup@Cdl@@QAG_NH@Z->??0DialogUser@Cdl@@QAE@AAVDLDialog@1@@Z,1
??0DialogUser@Cdl@@QAE@AAVDLDialog@1@@Z->??0DLVertFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z,1
??0DLVertFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z->?DispatchMsg@DLControl@Cdl@@EAGJIIJ@Z,1
?DispatchMsg@DLControl@Cdl@@EAGJIIJ@Z->?Measure@DLUserControl@Cdl@@UBG_NAAH0@Z,1
?Measure@DLUserControl@Cdl@@UBG_NAAH0@Z->?OnSetFocus@DLUserControl@Cdl@@MAGXXZ,1
?OnSetFocus@DLUserControl@Cdl@@MAGXXZ->?OnKillFocus@DLUserControl@Cdl@@MAGXXZ,1
?OnKillFocus@DLUserControl@Cdl@@MAGXXZ->?OnSetCursor@DLUserControl@Cdl@@MAG_NABUtagPOINT@@@Z,1
?OnSetCursor@DLUserControl@Cdl@@MAG_NABUtagPOINT@@@Z->?EnableVirt@DLUserControl@Cdl@@MAGX_N@Z,1
?EnableVirt@DLUserControl@Cdl@@MAGX_N@Z->?ShowVirt@DLUserControl@Cdl@@MAGX_N@Z,1
?ShowVirt@DLUserControl@Cdl@@MAGX_N@Z->?OnChar@DLUserControl@Cdl@@MBG_NAAUELKeyEvent@2@@Z,1
?OnChar@DLUserControl@Cdl@@MBG_NAAUELKeyEvent@2@@Z->??1DLStaticPopup@Cdl@@UAE@XZ,1
??1DLStaticPopup@Cdl@@UAE@XZ->??0DLStaticPopup@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLStaticPopup@Cdl@@QAE@AAVDLDialog@1@K@Z->?OnGetRuntimeClass@DLStaticPopup@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ,1
?OnGetRuntimeClass@DLStaticPopup@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ->?DispatchMsg@DLStaticPopup@Cdl@@EAGJIIJ@Z,1
?DispatchMsg@DLStaticPopup@Cdl@@EAGJIIJ@Z->?GetLayoutCtrlType@DLStaticPopup@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ,1
?GetLayoutCtrlType@DLStaticPopup@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ->?Select@DLStaticPopup@Cdl@@UAG_NPB_W@Z,1
?Select@DLStaticPopup@Cdl@@UAG_NPB_W@Z->?DoOnPopup@DLStaticPopup@Cdl@@MAGXXZ,1
?DoOnPopup@DLStaticPopup@Cdl@@MAGXXZ->?DoOnCloseup@DLStaticPopup@Cdl@@MAGXXZ,1
?DoOnCloseup@DLStaticPopup@Cdl@@MAGXXZ->?DoOnSelectionChange@DLStaticPopup@Cdl@@MAGXXZ,1
?DoOnSelectionChange@DLStaticPopup@Cdl@@MAGXXZ->?OnCloseup@DLStaticPopup@Cdl@@EAGXXZ,1
?OnCloseup@DLStaticPopup@Cdl@@EAGXXZ->?OnSelectionChange@DLStaticPopup@Cdl@@EAGXXZ,1
?OnSelectionChange@DLStaticPopup@Cdl@@EAGXXZ->?IsRichCtrl@DLControl@Cdl@@QBG_NXZ,1
?IsRichCtrl@DLControl@Cdl@@QBG_NXZ->?GetTitle@DLEditString@Cdl@@MBGXAAUIStr@Ofc@@@Z,1
?GetTitle@DLEditString@Cdl@@MBGXAAUIStr@Ofc@@@Z->?Enable@DLControl@Cdl@@QAGX_N@Z,1
?Enable@DLControl@Cdl@@QAGX_N@Z->??1DLFrameLifetime@Cdl@@QAE@XZ,1
??1DLFrameLifetime@Cdl@@QAE@XZ->??0DLTabCtrlFrame@Cdl@@QAE@AAVDLTabControl@1@PAVDLCompositeFrame@1@@Z,1
??0DLTabCtrlFrame@Cdl@@QAE@AAVDLTabControl@1@PAVDLCompositeFrame@1@@Z->?GetTabControl@DLDialog@Cdl@@QBGPAVDLTabControl@2@XZ,1
?GetTabControl@DLDialog@Cdl@@QBGPAVDLTabControl@2@XZ->??0DLFrameLifetime@Cdl@@QAE@AAVIMsoAutoLayoutDialog@DlgAutoLayout@@@Z,1
??0DLFrameLifetime@Cdl@@QAE@AAVIMsoAutoLayoutDialog@DlgAutoLayout@@@Z->?AutoLayoutDialog@DLDialog@Cdl@@QAGAAVDLAutoLayoutDialog@2@XZ,1
?AutoLayoutDialog@DLDialog@Cdl@@QAGAAVDLAutoLayoutDialog@2@XZ->?OnSize@DialogUser@Cdl@@MAGXXZ,1
?OnSize@DialogUser@Cdl@@MAGXXZ->?SetKeyButtons@DLDialog@Cdl@@QAGXPAVDLPushButton@2@0@Z,1
?SetKeyButtons@DLDialog@Cdl@@QAGXPAVDLPushButton@2@0@Z->?CreateTabControl@DLDialog@Cdl@@QAGXK@Z,1
?CreateTabControl@DLDialog@Cdl@@QAGXK@Z->??0DLPushButton@Cdl@@QAE@AAVDLDialog@1@K_N@Z,1
??0DLPushButton@Cdl@@QAE@AAVDLDialog@1@K_N@Z->?Show@DLControl@Cdl@@QAGX_N@Z,1
?Show@DLControl@Cdl@@QAGX_N@Z->?SetFocus@DLControl@Cdl@@QAGXXZ,1
?SetFocus@DLControl@Cdl@@QAGXXZ->?GetTextDisplayHeight@DLEditString@Cdl@@QAGXAAH0@Z,1
?GetTextDisplayHeight@DLEditString@Cdl@@QAGXAAH0@Z->??0DLLabelBoxFrame@Cdl@@QAE@AAVDLLabelLine@1@PAVDLCompositeFrame@1@@Z,1
??0DLLabelBoxFrame@Cdl@@QAE@AAVDLLabelLine@1@PAVDLCompositeFrame@1@@Z->??0DLOverlapFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z,1
??0DLOverlapFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z->??1DLStaticString@Cdl@@UAE@XZ,1
??1DLStaticString@Cdl@@UAE@XZ->??1DLLabelLine@Cdl@@UAE@XZ,1
??1DLLabelLine@Cdl@@UAE@XZ->??1DLIcon@Cdl@@UAE@XZ,1
??1DLIcon@Cdl@@UAE@XZ->?SetNativeIcon@DLIcon@Cdl@@QAGXPAUHICON__@@_N@Z,1
?SetNativeIcon@DLIcon@Cdl@@QAGXPAUHICON__@@_N@Z->?SetAccessibilityLabel@DLControl@Cdl@@QBGXAAV12@_N@Z,1
?SetAccessibilityLabel@DLControl@Cdl@@QBGXAAV12@_N@Z->?SetTitle@DLDialog@Cdl@@QAGXPB_W@Z,1
?SetTitle@DLDialog@Cdl@@QAGXPB_W@Z->??0DLStaticString@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLStaticString@Cdl@@QAE@AAVDLDialog@1@K@Z->??0DLLabelLine@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLLabelLine@Cdl@@QAE@AAVDLDialog@1@K@Z->??0DLIcon@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLIcon@Cdl@@QAE@AAVDLDialog@1@K@Z->?RunModal@Cdl@@YGXAAVDialogHolder@1@@Z,1
?RunModal@Cdl@@YGXAAVDialogHolder@1@@Z->??0DialogHolder@Cdl@@QAE@AAUICdlContext@1@W4DLDialogMode@1@KKW4DLPositioning@1@PAUHWND__@@@Z,1
??0DialogHolder@Cdl@@QAE@AAUICdlContext@1@W4DLDialogMode@1@KKW4DLPositioning@1@PAUHWND__@@@Z->?IsSelected@DLStateButton@Cdl@@QBG_NXZ,1
?IsSelected@DLStateButton@Cdl@@QBG_NXZ->?IsVisible@DLControl@Cdl@@QBG_NXZ,1
?IsVisible@DLControl@Cdl@@QBG_NXZ->??0DLCheckBox@Cdl@@QAE@AAVDLDialog@1@K_N@Z,1
??0DLCheckBox@Cdl@@QAE@AAVDLDialog@1@K_N@Z->?SetImageList@DLListView@Cdl@@QAGPAU_IMAGELIST@@PAU3@H@Z,1
?SetImageList@DLListView@Cdl@@QAGPAU_IMAGELIST@@PAU3@H@Z->??1DLProgressBar@Cdl@@UAE@XZ,1
??1DLProgressBar@Cdl@@UAE@XZ->??1DLListView@Cdl@@UAE@XZ,1
??1DLListView@Cdl@@UAE@XZ->?SetColumnWidth@DLListView@Cdl@@QAG_NIH@Z,1
?SetColumnWidth@DLListView@Cdl@@QAG_NIH@Z->?SetItemText@DLListView@Cdl@@QAG_NIIPB_W@Z,1
?SetItemText@DLListView@Cdl@@QAG_NIIPB_W@Z->?InsertItem@DLListView@Cdl@@QAGHQAUtagLVITEMW@@@Z,1
?InsertItem@DLListView@Cdl@@QAGHQAUtagLVITEMW@@@Z->?InsertColumn@DLListView@Cdl@@QAGHIQAUtagLVCOLUMNW@@@Z,1
?InsertColumn@DLListView@Cdl@@QAGHIQAUtagLVCOLUMNW@@@Z->?SetPos@DLProgressBar@Cdl@@QAGHH@Z,1
?SetPos@DLProgressBar@Cdl@@QAGHH@Z->?RedrawItems@DLListView@Cdl@@QAG_NII@Z,1
?RedrawItems@DLListView@Cdl@@QAG_NII@Z->?SetItem@DLListView@Cdl@@QAG_NQAUtagLVITEMW@@@Z,1
?SetItem@DLListView@Cdl@@QAG_NQAUtagLVITEMW@@@Z->?SetRange@DLProgressBar@Cdl@@QAGXHH@Z,1
?SetRange@DLProgressBar@Cdl@@QAGXHH@Z->??0DLListView@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLListView@Cdl@@QAE@AAVDLDialog@1@K@Z->??0DLProgressBar@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLProgressBar@Cdl@@QAE@AAVDLDialog@1@K@Z->?CommitUIModal@Cdl@@YGXAAVDialogHolder@1@@Z,1
?CommitUIModal@Cdl@@YGXAAVDialogHolder@1@@Z->?CommitModeless@Cdl@@YGXAAVDialogHolder@1@@Z,1
?CommitModeless@Cdl@@YGXAAVDialogHolder@1@@Z->??1DLTextListHelper@Cdl@@QAE@XZ,1
??1DLTextListHelper@Cdl@@QAE@XZ->?DelayKeySelection@DLStaticPopup@Cdl@@QAGXXZ,1
?DelayKeySelection@DLStaticPopup@Cdl@@QAGXXZ->?UpdateControl@DLTextListHelper@Cdl@@QAGXXZ,1
?UpdateControl@DLTextListHelper@Cdl@@QAGXXZ->?AddString@DLTextListHelper@Cdl@@QAGXPB_W@Z,1
?AddString@DLTextListHelper@Cdl@@QAGXPB_W@Z->??0DLTextListHelper@Cdl@@QAE@AAVDLControl@1@H@Z,1
??0DLTextListHelper@Cdl@@QAE@AAVDLControl@1@H@Z->?OnMeasureItem@DLStaticPopup@Cdl@@MAGHH@Z,1
?OnMeasureItem@DLStaticPopup@Cdl@@MAGHH@Z->?OnUpdateItem@DLStaticPopup@Cdl@@MAGXPAUHDC__@@HABUtagRECT@@_N222@Z,1
?OnUpdateItem@DLStaticPopup@Cdl@@MAGXPAUHDC__@@HABUtagRECT@@_N222@Z->??0ELEventHook@Cdl@@QAE@H@Z,1
??0ELEventHook@Cdl@@QAE@H@Z->??1ELEventHook@Cdl@@UAE@XZ,1
??1ELEventHook@Cdl@@UAE@XZ->?DLPopupFrameArrowDimensions@Cdl@@YG?AUtagRECT@@AAU2@_N@Z,1
?DLPopupFrameArrowDimensions@Cdl@@YG?AUtagRECT@@AAU2@_N@Z->?IsRightToLeft@DLControl@Cdl@@QBG_NXZ,1
?IsRightToLeft@DLControl@Cdl@@QBG_NXZ->??0DLHighlightHook@Cdl@@QAE@XZ,1
??0DLHighlightHook@Cdl@@QAE@XZ->??1DLHighlightHook@Cdl@@UAE@XZ,1
??1DLHighlightHook@Cdl@@UAE@XZ->??0DLIAccessibleUser@Cdl@@QAE@AAVDLIAccessible@1@@Z,1
??0DLIAccessibleUser@Cdl@@QAE@AAVDLIAccessible@1@@Z->?OnGetChild@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPAUIDispatch@@@Z,1
?OnGetChild@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPAUIDispatch@@@Z->?OnGetDescription@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z,1
?OnGetDescription@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z->?OnGetHelp@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z,1
?OnGetHelp@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z->?OnGetHelpTopic@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_WPAJ@Z,1
?OnGetHelpTopic@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_WPAJ@Z->?OnGetKeyboardShortcut@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z,1
?OnGetKeyboardShortcut@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z->?OnGetDefaultAction@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z,1
?OnGetDefaultAction@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@PAPA_W@Z->?OnDoDefaultAction@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@@Z,1
?OnDoDefaultAction@DLIAccessibleUser@Cdl@@MAG_NABUtagVARIANT@@@Z->?OnPutName@DLIAccessibleUser@Cdl@@MAGXABUtagVARIANT@@PA_W@Z,1
?OnPutName@DLIAccessibleUser@Cdl@@MAGXABUtagVARIANT@@PA_W@Z->?OnPutValue@DLIAccessibleUser@Cdl@@MAGXABUtagVARIANT@@PA_W@Z,1
?OnPutValue@DLIAccessibleUser@Cdl@@MAGXABUtagVARIANT@@PA_W@Z->??1DLIAccessibleUser@Cdl@@UAE@XZ,1
??1DLIAccessibleUser@Cdl@@UAE@XZ->?DLDrawPopupFrame@Cdl@@YG?AUtagRECT@@PAUHDC__@@ABU2@W4DLButtonState@1@_N33@Z,1
?DLDrawPopupFrame@Cdl@@YG?AUtagRECT@@PAUHDC__@@ABU2@W4DLButtonState@1@_N33@Z->?DLDrawWPPopupFrame@Cdl@@YG?AUtagRECT@@PAUHDC__@@ABU2@W4DLButtonState@1@_N333@Z,1
?DLDrawWPPopupFrame@Cdl@@YG?AUtagRECT@@PAUHDC__@@ABU2@W4DLButtonState@1@_N333@Z->?IsWorkPaneDialog@DLDialog@Cdl@@QBG_NXZ,1
?IsWorkPaneDialog@DLDialog@Cdl@@QBG_NXZ->?IsRightToLeft@DLDialog@Cdl@@QBG_NXZ,1
?IsRightToLeft@DLDialog@Cdl@@QBG_NXZ->?OnMouseDown@DLComboPopup@Cdl@@MAG_NAAUELMouseEvent@2@@Z,1
?OnMouseDown@DLComboPopup@Cdl@@MAG_NAAUELMouseEvent@2@@Z->?DoOnSelectionChange@DLDialog@Cdl@@QAGXK@Z,1
?DoOnSelectionChange@DLDialog@Cdl@@QAGXK@Z->?NotificationsEnabled@DLDialog@Cdl@@QBG_NXZ,1
?NotificationsEnabled@DLDialog@Cdl@@QBG_NXZ->?Initialize@DLIAccessible@Cdl@@QAGJXZ,1
?Initialize@DLIAccessible@Cdl@@QAGJXZ->?IsUserValid@DLIAccessible@Cdl@@QBG_NXZ,1
?IsUserValid@DLIAccessible@Cdl@@QBG_NXZ->?InsertString@DLEditPopup@Cdl@@QAGHPB_WH@Z,1
?InsertString@DLEditPopup@Cdl@@QAGHPB_WH@Z->?DeleteItem@DLEditPopup@Cdl@@QAG_NH@Z,1
?DeleteItem@DLEditPopup@Cdl@@QAG_NH@Z->?DoOnPopup@DLEditPopup@Cdl@@MAGXXZ,1
?DoOnPopup@DLEditPopup@Cdl@@MAGXXZ->?GetItemString@DLEditPopup@Cdl@@QBG_NHAAUIStr@Ofc@@@Z,1
?GetItemString@DLEditPopup@Cdl@@QBG_NHAAUIStr@Ofc@@@Z->?NotifyOnMouseLeave@DLHighlightHook@Cdl@@QBGXPAUHWND__@@@Z,1
?NotifyOnMouseLeave@DLHighlightHook@Cdl@@QBGXPAUHWND__@@@Z->?SetCurrentSheet@DLDialog@Cdl@@QAGXPAVDLTabSheet@2@@Z,1
?SetCurrentSheet@DLDialog@Cdl@@QAGXPAVDLTabSheet@2@@Z->?HasNumericalValue@DLEditString@Cdl@@QBG_NXZ,1
?HasNumericalValue@DLEditString@Cdl@@QBG_NXZ->?SelectedItem@DLStaticPopup@Cdl@@QBGHXZ,1
?SelectedItem@DLStaticPopup@Cdl@@QBGHXZ->??1DLEditPopup@Cdl@@UAE@XZ,1
??1DLEditPopup@Cdl@@UAE@XZ->?OnGetRuntimeClass@DLEditPopup@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ,1
?OnGetRuntimeClass@DLEditPopup@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ->?DispatchMsg@DLEditPopup@Cdl@@MAGJIIJ@Z,1
?DispatchMsg@DLEditPopup@Cdl@@MAGJIIJ@Z->?SetRect@DLEditPopup@Cdl@@UAGXABUtagRECT@@@Z,1
?SetRect@DLEditPopup@Cdl@@UAGXABUtagRECT@@@Z->?GetLayoutCtrlType@DLEditPopup@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ,1
?GetLayoutCtrlType@DLEditPopup@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ->?GetSel@DLEditPopup@Cdl@@UBGXAAH0@Z,1
?GetSel@DLEditPopup@Cdl@@UBGXAAH0@Z->?SetSel@DLEditPopup@Cdl@@UAGXHH@Z,1
?SetSel@DLEditPopup@Cdl@@UAGXHH@Z->?EditHWnd@DLEditPopup@Cdl@@MBGPAUHWND__@@XZ,1
?EditHWnd@DLEditPopup@Cdl@@MBGPAUHWND__@@XZ->?DoOnSelectionChange@DLEditPopup@Cdl@@MAGXXZ,1
?DoOnSelectionChange@DLEditPopup@Cdl@@MAGXXZ->?OnSelectionChange@DLEditPopup@Cdl@@MAGXXZ,1
?OnSelectionChange@DLEditPopup@Cdl@@MAGXXZ->?Select@DLEditPopup@Cdl@@UAG_NPB_W@Z,1
?Select@DLEditPopup@Cdl@@UAG_NPB_W@Z->?SetSearchExactStringFirst@DLEditPopup@Cdl@@UBGXXZ,1
?SetSearchExactStringFirst@DLEditPopup@Cdl@@UBGXXZ->?DoOnCloseup@DLEditPopup@Cdl@@MAGXXZ,1
?DoOnCloseup@DLEditPopup@Cdl@@MAGXXZ->?OnPopup@DLEditPopup@Cdl@@MAGXXZ,1
?OnPopup@DLEditPopup@Cdl@@MAGXXZ->?OnCloseup@DLEditPopup@Cdl@@MAGXXZ,1
?OnCloseup@DLEditPopup@Cdl@@MAGXXZ->??1DLComboPopup@Cdl@@UAE@XZ,1
??1DLComboPopup@Cdl@@UAE@XZ->??1DLIAccessible@Cdl@@UAE@XZ,1
??1DLIAccessible@Cdl@@UAE@XZ->?OnGetRuntimeClass@DLComboPopup@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ,1
?OnGetRuntimeClass@DLComboPopup@Cdl@@MBEABUCRuntimeClass@CObject@Ofc@@XZ->?OnKeyPressed@DLComboPopup@Cdl@@MAG_NAAUELKeyEvent@2@@Z,1
?OnKeyPressed@DLComboPopup@Cdl@@MAG_NAAUELKeyEvent@2@@Z->?GetLayoutCtrlType@DLComboPopup@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ,1
?GetLayoutCtrlType@DLComboPopup@Cdl@@UBG?AW4DLLayoutCtrlType@2@XZ->?DoOnSetFocus@DLComboPopup@Cdl@@MAGXXZ,1
?DoOnSetFocus@DLComboPopup@Cdl@@MAGXXZ->?DoOnKillFocus@DLComboPopup@Cdl@@MAGXXZ,1
?DoOnKillFocus@DLComboPopup@Cdl@@MAGXXZ->?AfterAChange@DLComboPopup@Cdl@@MAGXXZ,1
?AfterAChange@DLComboPopup@Cdl@@MAGXXZ->?Clear@DLEditPopup@Cdl@@QAGXXZ,1
?Clear@DLEditPopup@Cdl@@QAGXXZ->?DelayKeySelection@DLEditPopup@Cdl@@QAGXXZ,1
?DelayKeySelection@DLEditPopup@Cdl@@QAGXXZ->??0DLEditPopup@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLEditPopup@Cdl@@QAE@AAVDLDialog@1@K@Z->?OnMeasureItem@DLEditPopup@Cdl@@MAGHH@Z,1
?OnMeasureItem@DLEditPopup@Cdl@@MAGHH@Z->?OnUpdateItem@DLEditPopup@Cdl@@MAGXPAUHDC__@@HABUtagRECT@@_N22@Z,1
?OnUpdateItem@DLEditPopup@Cdl@@MAGXPAUHDC__@@HABUtagRECT@@_N22@Z->?GetPopupHeight@DLDialog@Cdl@@QAGHXZ,1
?GetPopupHeight@DLDialog@Cdl@@QAGHXZ->??0DLIAccessible@Cdl@@QAE@AAVELEventFrame@1@@Z,1
??0DLIAccessible@Cdl@@QAE@AAVELEventFrame@1@@Z->??0DLComboPopup@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLComboPopup@Cdl@@QAE@AAVDLDialog@1@K@Z->?SetKillFocus@DLDialog@Cdl@@QAGX_N@Z,1
?SetKillFocus@DLDialog@Cdl@@QAGX_N@Z->?SetItemData@DLStaticPopup@Cdl@@QAG_NHPAX@Z,1
?SetItemData@DLStaticPopup@Cdl@@QAG_NHPAX@Z->?SetupNumberInput@DLEditString@Cdl@@QAGXJJJG@Z,1
?SetupNumberInput@DLEditString@Cdl@@QAGXJJJG@Z->?GetItemData@DLStaticPopup@Cdl@@QBG_NHAAPAX@Z,1
?GetItemData@DLStaticPopup@Cdl@@QBG_NHAAPAX@Z->?Select@DLStateButton@Cdl@@QAGX_N@Z,1
?Select@DLStateButton@Cdl@@QAGX_N@Z->?SetDontWantTab@DLEditString@Cdl@@QAGXXZ,1
?SetDontWantTab@DLEditString@Cdl@@QAGXXZ->?SetMaxLength@DLEditString@Cdl@@QAGXH@Z,1
?SetMaxLength@DLEditString@Cdl@@QAGXH@Z->??1DLWorkPaneButton@Cdl@@MAE@XZ,1
??1DLWorkPaneButton@Cdl@@MAE@XZ->??0DLWorkPaneHyperlink@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLWorkPaneHyperlink@Cdl@@QAE@AAVDLDialog@1@K@Z->?OnCheckValue@DLEditString@Cdl@@MAG_NXZ,1
?OnCheckValue@DLEditString@Cdl@@MAG_NXZ->??1WorkPaneDialogUser@Cdl@@UAE@XZ,1
??1WorkPaneDialogUser@Cdl@@UAE@XZ->??0DLWorkPanePushButton@Cdl@@QAE@AAVDLDialog@1@K@Z,1
??0DLWorkPanePushButton@Cdl@@QAE@AAVDLDialog@1@K@Z->??0DLRadioButton@Cdl@@QAE@AAVDLRadioCluster@1@KH@Z,1
??0DLRadioButton@Cdl@@QAE@AAVDLRadioCluster@1@KH@Z->??0DLRadioCluster@Cdl@@QAE@AAVDLDialog@1@@Z,1
??0DLRadioCluster@Cdl@@QAE@AAVDLDialog@1@@Z->??0WorkPaneDialogUser@Cdl@@QAE@AAVDLDialog@1@@Z,1
??0WorkPaneDialogUser@Cdl@@QAE@AAVDLDialog@1@@Z->?OnActivate@WorkPaneDialogUser@Cdl@@MAGX_N@Z,1
?OnActivate@WorkPaneDialogUser@Cdl@@MAGX_N@Z->?OnAutoLayout@WorkPaneDialogUser@Cdl@@MAGXXZ,1
?OnAutoLayout@WorkPaneDialogUser@Cdl@@MAGXXZ->??0WorkPaneHolder@Cdl@@QAE@AAUICdlContext@1@KKK@Z,1
??0WorkPaneHolder@Cdl@@QAE@AAUICdlContext@1@KKK@Z->??0DLFlowFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z,1
??0DLFlowFrame@Cdl@@QAE@AAVDLDialog@1@PAVDLCompositeFrame@1@@Z->?SelectButton@DLRadioCluster@Cdl@@QAGXPAVDLRadioButton@2@@Z,1
?SelectButton@DLRadioCluster@Cdl@@QAGXPAVDLRadioButton@2@@Z->??1DLGalleryUser@Cdl@@UAE@XZ,1
??1DLGalleryUser@Cdl@@UAE@XZ->?OnItemWidthChange@DLGalleryUser@Cdl@@MAGXHAAH@Z,1
?OnItemWidthChange@DLGalleryUser@Cdl@@MAGXHAAH@Z->?OnSetFocus@DLGalleryUser@Cdl@@MAGXXZ,1
?OnSetFocus@DLGalleryUser@Cdl@@MAGXXZ->?OnKillFocus@DLGalleryUser@Cdl@@MAGXXZ,1
?OnKillFocus@DLGalleryUser@Cdl@@MAGXXZ->?OnDoubleClick@DLGalleryUser@Cdl@@MAGXXZ,1
